"","senator","seniority_date","term","party","state","dob"
"3123","John W. Bricker","January 3, 1947",81,NA,NA,"1893-09-06"
"3124","Edward John Thye","January 3, 1947",81,NA,NA,"1896-04-26"
"3125","Herbert O'Conor","January 3, 1947",81,NA,NA,"1896-11-17"
"3126","Irving Ives","January 3, 1947",81,NA,NA,"1896-01-24"
"3127","James P. Kem","January 3, 1947",81,NA,NA,"1890-04-02"
"3128","Joseph McCarthy","January 3, 1947",81,NA,NA,"1908-11-14"
"3129","J. Howard McGrath","January 3, 1947",81,NA,NA,"1903-11-28"
"3130","Zales Ecton","January 3, 1947",81,NA,NA,"1898-04-01"
"3131","Arthur Vivian Watkins","January 3, 1947",81,NA,NA,"1886-12-18"
"3132","John J. Williams","January 3, 1947",81,NA,NA,"1904-05-17"
"3133","George W. Malone","January 3, 1947",81,NA,NA,"1890-08-07"
"3134","John C. Stennis","November 17, 1947",81,NA,NA,"1901-08-03"
"3135","Karl Mundt","December 31, 1948",81,NA,NA,"1900-06-03"
"3136","J. Melville Broughton","December 31, 1948",81,NA,NA,"1888-11-17"
"3137","Russell B. Long","December 31, 1948",81,NA,NA,"1918-11-03"
"3138","Matthew M. Neely","January 3, 1949",81,NA,NA,"1874-11-09"
"3139","Guy Mark Gillette","January 3, 1949",81,NA,NA,"1879-02-03"
"3140","Virgil Chapman","January 3, 1949",81,NA,NA,"1895-03-15"
"3141","Lyndon Johnson","January 3, 1949",81,NA,NA,"1908-08-27"
"3142","Estes Kefauver","January 3, 1949",81,NA,NA,"1903-07-26"
"3143","Margaret Chase Smith","January 3, 1949",81,NA,NA,"1897-12-14"
"3144","Clinton Anderson","January 3, 1949",81,NA,NA,"1895-11-11"
"3145","Robert S. Kerr","January 3, 1949",81,NA,NA,"1896-09-11"
"3146","Andrew F. Schoeppel","January 3, 1949",81,NA,NA,"1894-11-23"
"3147","Lester C. Hunt","January 3, 1949",81,NA,NA,"1892-07-08"
"3148","Paul Douglas","January 3, 1949",81,NA,NA,"1892-03-26"
"3149","Robert C. Hendrickson","January 3, 1949",81,NA,NA,"1898-08-12"
"3150","Hubert Humphrey","January 3, 1949",81,NA,NA,"1911-05-27"
"3151","Bert H. Miller","January 3, 1949",81,NA,NA,"1876-12-15"
"3152","Joseph Frear Jr.","January 3, 1949",81,NA,NA,"1903-03-07"
"3153","Kenneth McKellar","March 4, 1917",82,NA,NA,"1869-01-29"
"3154","Walter F. George","November 22, 1922",82,NA,NA,"1878-01-29"
"3155","Carl Hayden","March 4, 1927",82,NA,NA,"1877-10-02"
"3156","Arthur H. Vandenberg","March 31, 1928",82,NA,NA,"1884-03-22"
"3157","Tom Connally","March 4, 1929",82,NA,NA,"1877-08-19"
"3158","Richard Russell Jr.","January 12, 1933",82,NA,NA,"1897-11-02"
"3159","Harry F. Byrd Sr.","March 4, 1933",82,NA,NA,"1887-06-10"
"3160","Pat McCarran","March 4, 1933",82,NA,NA,"1876-08-08"
"3161","Joseph C. O'Mahoney","January 1, 1934",82,NA,NA,"1884-11-05"
"3162","James Murray","November 7, 1934",82,NA,NA,"1876-05-03"
"3163","Dennis Chavez","May 11, 1935",82,NA,NA,"1888-04-08"
"3164","Edwin C. Johnson","January 3, 1937",82,NA,NA,"1884-01-01"
"3165","Theodore F. Green","January 3, 1937",82,NA,NA,"1867-10-02"
"3166","Styles Bridges","January 3, 1937",82,NA,NA,"1898-09-09"
"3167","Allen J. Ellender","January 3, 1937",82,NA,NA,"1890-09-24"
"3168","Joseph L. Hill","January 11, 1938",82,NA,NA,"1894-12-29"
"3169","Charles W. Tobey","January 3, 1939",82,NA,NA,"1880-07-22"
"3170","Robert A. Taft","January 3, 1939",82,NA,NA,"1889-09-08"
"3171","Alexander Wiley","January 3, 1939",82,NA,NA,"1884-05-26"
"3172","Ralph Owen Brewster","January 3, 1941",82,NA,NA,"1888-02-22"
"3173","William Langer","January 3, 1941",82,NA,NA,"1886-09-30"
"3174","Harley M. Kilgore","January 3, 1941",82,NA,NA,"1893-01-11"
"3175","Hugh A. Butler","January 3, 1941",82,NA,NA,"1878-02-28"
"3176","Ernest McFarland","January 3, 1941",82,NA,NA,"1894-10-09"
"3177","George Aiken","January 10, 1941",82,NA,NA,"1892-08-20"
"3178","Burnet R. Maybank","November 5, 1941",82,NA,NA,"1899-03-07"
"3179","Eugene D. Millikin","December 20, 1941",82,NA,NA,"1891-02-12"
"3180","James Eastland","January 3, 1943",82,NA,NA,"1904-11-28"
"3181","John Little McClellan","January 3, 1943",82,NA,NA,"1896-02-25"
"3182","Homer S. Ferguson","January 3, 1943",82,NA,NA,"1889-02-25"
"3183","Kenneth S. Wherry","January 3, 1943",82,NA,NA,"1892-02-28"
"3184","Guy Cordon","March 4, 1944",82,NA,NA,"1890-04-24"
"3185","Howard A. Smith","December 7, 1944",82,NA,NA,"1883-02-02"
"3186","Warren G. Magnuson","December 14, 1944",82,NA,NA,"1905-04-12"
"3187","J. William Fulbright","January 3, 1945",82,NA,NA,"1905-04-09"
"3188","Clyde R. Hoey","January 3, 1945",82,NA,NA,"1877-12-11"
"3189","Bourke B. Hickenlooper","January 3, 1945",82,NA,NA,"1896-07-21"
"3190","Olin D. Johnston","January 3, 1945",82,NA,NA,"1896-11-18"
"3191","Homer E. Capehart","January 3, 1945",82,NA,NA,"1897-06-06"
"3192","Brien McMahon","January 3, 1945",82,NA,NA,"1903-10-06"
"3193","Wayne Morse","January 3, 1945",82,NA,NA,"1900-10-20"
"3194","Leverett Saltonstall","January 4, 1945",82,NA,NA,"1892-09-01"
"3195","Milton Young","March 12, 1945",82,NA,NA,"1897-12-06"
"3196","William F. Knowland","August 26, 1945",82,NA,NA,"1908-06-26"
"3197","Spessard Holland","September 24, 1946",82,NA,NA,"1892-07-10"
"3198","Ralph Flanders","November 1, 1946",82,NA,NA,"1880-09-28"
"3199","A. Willis Robertson","November 6, 1946",82,NA,NA,"1887-05-27"
"3200","John Sparkman","November 6, 1946",82,NA,NA,"1899-12-20"
"3201","Harry P. Cain","December 26, 1946",82,NA,NA,"1906-01-10"
"3202","Henry Cabot Lodge Jr.","January 3, 1947",82,NA,NA,"1902-07-05"
"3203","William E. Jenner","January 3, 1947",82,NA,NA,"1908-07-21"
"3204","Edward Martin","January 3, 1947",82,NA,NA,"1879-09-18"
"3205","John W. Bricker","January 3, 1947",82,NA,NA,"1893-09-06"
"3206","Edward John Thye","January 3, 1947",82,NA,NA,"1896-04-26"
"3207","Herbert O'Conor","January 3, 1947",82,NA,NA,"1896-11-17"
"3208","Irving Ives","January 3, 1947",82,NA,NA,"1896-01-24"
"3209","James P. Kem","January 3, 1947",82,NA,NA,"1890-04-02"
"3210","Joseph McCarthy","January 3, 1947",82,NA,NA,"1908-11-14"
"3211","Zales Ecton","January 3, 1947",82,NA,NA,"1898-04-01"
"3212","Arthur Vivian Watkins","January 3, 1947",82,NA,NA,"1886-12-18"
"3213","John J. Williams","January 3, 1947",82,NA,NA,"1904-05-17"
"3214","George W. Malone","January 3, 1947",82,NA,NA,"1890-08-07"
"3215","John C. Stennis","November 17, 1947",82,NA,NA,"1901-08-03"
"3216","Karl Mundt","December 31, 1948",82,NA,NA,"1900-06-03"
"3217","Russell B. Long","December 31, 1948",82,NA,NA,"1918-11-03"
"3218","Matthew M. Neely","January 3, 1949",82,NA,NA,"1874-11-09"
"3219","Guy Mark Gillette","January 3, 1949",82,NA,NA,"1879-02-03"
"3220","Virgil Chapman","January 3, 1949",82,NA,NA,"1895-03-15"
"3221","Lyndon Johnson","January 3, 1949",82,NA,NA,"1908-08-27"
"3222","Estes Kefauver","January 3, 1949",82,NA,NA,"1903-07-26"
"3223","Margaret Chase Smith","January 3, 1949",82,NA,NA,"1897-12-14"
"3224","Clinton Anderson","January 3, 1949",82,NA,NA,"1895-11-11"
"3225","Robert S. Kerr","January 3, 1949",82,NA,NA,"1896-09-11"
"3226","Andrew F. Schoeppel","January 3, 1949",82,NA,NA,"1894-11-23"
"3227","Lester C. Hunt","January 3, 1949",82,NA,NA,"1892-07-08"
"3228","Paul Douglas","January 3, 1949",82,NA,NA,"1892-03-26"
"3229","Robert C. Hendrickson","January 3, 1949",82,NA,NA,"1898-08-12"
"3230","Hubert Humphrey","January 3, 1949",82,NA,NA,"1911-05-27"
"3231","Joseph Frear Jr.","January 3, 1949",82,NA,NA,"1903-03-07"
"3232","Henry Dworshak","October 14, 1949",82,NA,NA,"1894-08-29"
"3233","Herbert H. Lehman","November 9, 1949",82,NA,NA,"1878-03-28"
"3234","William Benton","December 17, 1949",82,NA,NA,"1900-04-01"
"3235","Frank Carlson","November 27, 1950",82,NA,NA,"1893-01-23"
"3236","Earle C. Clements","November 27, 1950",82,NA,NA,"1896-10-22"
"3237","Willis Smith","November 27, 1950",82,NA,NA,"1887-12-19"
"3238","Richard Nixon","December 1, 1950",82,NA,NA,"1913-01-09"
"3239","John O. Pastore","December 19, 1950",82,NA,NA,"1907-03-17"
"3240","Everett Dirksen","January 3, 1951",82,NA,NA,"1896-01-04"
"3241","Francis H. Case","January 3, 1951",82,NA,NA,"1896-12-09"
"3242","Almer Monroney","January 3, 1951",82,NA,NA,"1902-03-02"
"3243","Thomas C. Hennings Jr.","January 3, 1951",82,NA,NA,"1903-06-25"
"3244","George Smathers","January 3, 1951",82,NA,NA,"1913-11-14"
"3245","John M. Butler","January 3, 1951",82,NA,NA,"1897-07-21"
"3246","Wallace F. Bennett","January 3, 1951",82,NA,NA,"1898-11-13"
"3247","Herman Welker","January 3, 1951",82,NA,NA,"1906-12-11"
"3248","James H. Duff","January 16, 1951",82,NA,NA,"1883-01-21"
"3249","Walter F. George","November 22, 1922",83,NA,NA,"1878-01-29"
"3250","Carl Hayden","March 4, 1927",83,NA,NA,"1877-10-02"
"3251","Richard Russell, Jr.","January 12, 1933",83,NA,NA,"1897-11-02"
"3252","Harry F. Byrd, Sr.","March 4, 1933",83,NA,NA,"1887-06-10"
"3253","Pat McCarran","March 4, 1933",83,NA,NA,"1876-08-08"
"3254","James Murray","November 7, 1934",83,NA,NA,"1876-05-03"
"3255","Dennis Chavez","May 11, 1935",83,NA,NA,"1888-04-08"
"3256","Edwin C. Johnson","January 3, 1937",83,NA,NA,"1884-01-01"
"3257","Theodore F. Green","January 3, 1937",83,NA,NA,"1867-10-02"
"3258","Styles Bridges","January 3, 1937",83,NA,NA,"1898-09-09"
"3259","Allen J. Ellender","January 3, 1937",83,NA,NA,"1890-09-24"
"3260","Joseph L. Hill","January 11, 1938",83,NA,NA,"1894-12-29"
"3261","Charles W. Tobey","January 3, 1939",83,NA,NA,"1880-07-22"
"3262","Robert A. Taft","January 3, 1939",83,NA,NA,"1889-09-08"
"3263","Alexander Wiley","January 3, 1939",83,NA,NA,"1884-05-26"
"3264","William Langer","January 3, 1941",83,NA,NA,"1886-09-30"
"3265","Harley M. Kilgore","January 3, 1941",83,NA,NA,"1893-01-11"
"3266","Hugh A. Butler","January 3, 1941",83,NA,NA,"1878-02-28"
"3267","George Aiken","January 10, 1941",83,NA,NA,"1892-08-20"
"3268","Burnet R. Maybank","November 5, 1941",83,NA,NA,"1899-03-07"
"3269","Eugene D. Millikin","December 20, 1941",83,NA,NA,"1891-02-12"
"3270","James Eastland","January 3, 1943",83,NA,NA,"1904-11-28"
"3271","John Little McClellan","January 3, 1943",83,NA,NA,"1896-02-25"
"3272","Homer S. Ferguson","January 3, 1943",83,NA,NA,"1889-02-25"
"3273","Guy Cordon","March 4, 1944",83,NA,NA,"1890-04-24"
"3274","Howard A. Smith","December 7, 1944",83,NA,NA,"1883-02-02"
"3275","Warren G. Magnuson","December 14, 1944",83,NA,NA,"1905-04-12"
"3276","J. William Fulbright","January 3, 1945",83,NA,NA,"1905-04-09"
"3277","Clyde R. Hoey","January 3, 1945",83,NA,NA,"1877-12-11"
"3278","Bourke B. Hickenlooper","January 3, 1945",83,NA,NA,"1896-07-21"
"3279","Olin D. Johnston","January 3, 1945",83,NA,NA,"1896-11-18"
"3280","Homer E. Capehart","January 3, 1945",83,NA,NA,"1897-06-06"
"3281","Wayne Morse","January 3, 1945",83,NA,NA,"1900-10-20"
"3282","Leverett Saltonstall","January 4, 1945",83,NA,NA,"1892-09-01"
"3283","Milton Young","March 12, 1945",83,NA,NA,"1897-12-06"
"3284","William F. Knowland","August 26, 1945",83,NA,NA,"1908-06-26"
"3285","Spessard Holland","September 24, 1946",83,NA,NA,"1892-07-10"
"3286","Ralph Flanders","November 1, 1946",83,NA,NA,"1880-09-28"
"3287","A. Willis Robertson","November 6, 1946",83,NA,NA,"1887-05-27"
"3288","John Sparkman","November 6, 1946",83,NA,NA,"1899-12-20"
"3289","William E. Jenner","January 3, 1947",83,NA,NA,"1908-07-21"
"3290","Edward Martin","January 3, 1947",83,NA,NA,"1879-09-18"
"3291","John W. Bricker","January 3, 1947",83,NA,NA,"1893-09-06"
"3292","Edward John Thye","January 3, 1947",83,NA,NA,"1896-04-26"
"3293","Irving Ives","January 3, 1947",83,NA,NA,"1896-01-24"
"3294","Joseph McCarthy","January 3, 1947",83,NA,NA,"1908-11-14"
"3295","Arthur Vivian Watkins","January 3, 1947",83,NA,NA,"1886-12-18"
"3296","John J. Williams","January 3, 1947",83,NA,NA,"1904-05-17"
"3297","George W. Malone","January 3, 1947",83,NA,NA,"1890-08-07"
"3298","John C. Stennis","November 17, 1947",83,NA,NA,"1901-08-03"
"3299","Karl Mundt","December 31, 1948",83,NA,NA,"1900-06-03"
"3300","Russell B. Long","December 31, 1948",83,NA,NA,"1918-11-03"
"3301","Matthew M. Neely","January 3, 1949",83,NA,NA,"1874-11-09"
"3302","Guy Mark Gillette","January 3, 1949",83,NA,NA,"1879-02-03"
"3303","Lyndon Johnson","January 3, 1949",83,NA,NA,"1908-08-27"
"3304","Estes Kefauver","January 3, 1949",83,NA,NA,"1903-07-26"
"3305","Margaret Chase Smith","January 3, 1949",83,NA,NA,"1897-12-14"
"3306","Clinton Anderson","January 3, 1949",83,NA,NA,"1895-11-11"
"3307","Robert S. Kerr","January 3, 1949",83,NA,NA,"1896-09-11"
"3308","Andrew F. Schoeppel","January 3, 1949",83,NA,NA,"1894-11-23"
"3309","Lester C. Hunt","January 3, 1949",83,NA,NA,"1892-07-08"
"3310","Paul Douglas","January 3, 1949",83,NA,NA,"1892-03-26"
"3311","Robert C. Hendrickson","January 3, 1949",83,NA,NA,"1898-08-12"
"3312","Hubert Humphrey","January 3, 1949",83,NA,NA,"1911-05-27"
"3313","Joseph Frear, Jr.","January 3, 1949",83,NA,NA,"1903-03-07"
"3314","Henry Dworshak","October 14, 1949",83,NA,NA,"1894-08-29"
"3315","Herbert H. Lehman","November 9, 1949",83,NA,NA,"1878-03-28"
"3316","Frank Carlson","November 27, 1950",83,NA,NA,"1893-01-23"
"3317","Earle C. Clements","November 27, 1950",83,NA,NA,"1896-10-22"
"3318","Willis Smith","November 27, 1950",83,NA,NA,"1887-12-19"
"3319","John O. Pastore","December 19, 1950",83,NA,NA,"1907-03-17"
"3320","Everett Dirksen","January 3, 1951",83,NA,NA,"1896-01-04"
"3321","Francis H. Case","January 3, 1951",83,NA,NA,"1896-12-09"
"3322","Almer Monroney","January 3, 1951",83,NA,NA,"1902-03-02"
"3323","Thomas C. Hennings, Jr.","January 3, 1951",83,NA,NA,"1903-06-25"
"3324","George Smathers","January 3, 1951",83,NA,NA,"1913-11-14"
"3325","John M. Butler","January 3, 1951",83,NA,NA,"1897-07-21"
"3326","Wallace F. Bennett","January 3, 1951",83,NA,NA,"1898-11-13"
"3327","Herman Welker","January 3, 1951",83,NA,NA,"1906-12-11"
"3328","James H. Duff","January 16, 1951",83,NA,NA,"1883-01-21"
"3329","John Sherman Cooper","November 5, 1952",83,NA,NA,"1901-08-23"
"3330","Charles E. Potter","November 5, 1952",83,NA,NA,"1916-10-30"
"3331","Dwight Griswold","November 5, 1952",83,NA,NA,"1893-11-27"
"3332","Prescott Bush","November 5, 1952",83,NA,NA,"1895-05-15"
"3333","Thomas Kuchel","January 2, 1953",83,NA,NA,"1910-08-15"
"3334","William A. Purtell","January 3, 1953",83,NA,NA,"1897-05-06"
"3335","Albert Gore, Sr.","January 3, 1953",83,NA,NA,"1907-12-26"
"3336","Henry M. Jackson","January 3, 1953",83,NA,NA,"1912-05-31"
"3337","James Glenn Beall","January 3, 1953",83,NA,NA,"1894-06-05"
"3338","Mike Mansfield","January 3, 1953",83,NA,NA,"1903-03-16"
"3339","John F. Kennedy","January 3, 1953",83,NA,NA,"1917-05-29"
"3340","Frederick G. Payne","January 3, 1953",83,NA,NA,"1904-07-24"
"3341","Frank A. Barrett","January 3, 1953",83,NA,NA,"1892-11-10"
"3342","Price Daniel","January 3, 1953",83,NA,NA,"1910-10-10"
"3343","Stuart Symington","January 3, 1953",83,NA,NA,"1901-06-26"
"3344","Barry Goldwater","January 3, 1953",83,NA,NA,"1909-01-02"
"3345","Walter F. George","November 22, 1922",84,NA,NA,"1878-01-29"
"3346","Carl Hayden","March 4, 1927",84,NA,NA,"1877-10-02"
"3347","Richard Russell, Jr.","January 12, 1933",84,NA,NA,"1897-11-02"
"3348","Harry F. Byrd, Sr.","March 4, 1933",84,NA,NA,"1887-06-10"
"3349","James Murray","November 7, 1934",84,NA,NA,"1876-05-03"
"3350","Dennis Chavez","May 11, 1935",84,NA,NA,"1888-04-08"
"3351","Theodore F. Green","January 3, 1937",84,NA,NA,"1867-10-02"
"3352","Styles Bridges","January 3, 1937",84,NA,NA,"1898-09-09"
"3353","Allen J. Ellender","January 3, 1937",84,NA,NA,"1890-09-24"
"3354","Joseph L. Hill","January 11, 1938",84,NA,NA,"1894-12-29"
"3355","Alexander Wiley","January 3, 1939",84,NA,NA,"1884-05-26"
"3356","William Langer","January 3, 1941",84,NA,NA,"1886-09-30"
"3357","Harley M. Kilgore","January 3, 1941",84,NA,NA,"1893-01-11"
"3358","George Aiken","January 10, 1941",84,NA,NA,"1892-08-20"
"3359","Eugene D. Millikin","December 20, 1941",84,NA,NA,"1891-02-12"
"3360","James Eastland","January 3, 1943",84,NA,NA,"1904-11-28"
"3361","John Little McClellan","January 3, 1943",84,NA,NA,"1896-02-25"
"3362","Howard A. Smith","December 7, 1944",84,NA,NA,"1883-02-02"
"3363","Warren G. Magnuson","December 14, 1944",84,NA,NA,"1905-04-12"
"3364","J. William Fulbright","January 3, 1945",84,NA,NA,"1905-04-09"
"3365","Bourke B. Hickenlooper","January 3, 1945",84,NA,NA,"1896-07-21"
"3366","Olin D. Johnston","January 3, 1945",84,NA,NA,"1896-11-18"
"3367","Homer E. Capehart","January 3, 1945",84,NA,NA,"1897-06-06"
"3368","Wayne Morse","January 3, 1945",84,NA,NA,"1900-10-20"
"3369","Leverett Saltonstall","January 4, 1945",84,NA,NA,"1892-09-01"
"3370","Milton Young","March 12, 1945",84,NA,NA,"1897-12-06"
"3371","William F. Knowland","August 26, 1945",84,NA,NA,"1908-06-26"
"3372","Spessard Holland","September 25, 1946",84,NA,NA,"1892-07-10"
"3373","Ralph Flanders","November 1, 1946",84,NA,NA,"1880-09-28"
"3374","A. Willis Robertson","November 6, 1946",84,NA,NA,"1887-05-27"
"3375","John Sparkman","November 6, 1946",84,NA,NA,"1899-12-20"
"3376","William E. Jenner","January 3, 1947",84,NA,NA,"1908-07-21"
"3377","Edward Martin","January 3, 1947",84,NA,NA,"1879-09-18"
"3378","John W. Bricker","January 3, 1947",84,NA,NA,"1893-09-06"
"3379","Edward John Thye","January 3, 1947",84,NA,NA,"1896-04-26"
"3380","Irving Ives","January 3, 1947",84,NA,NA,"1896-01-24"
"3381","Joseph McCarthy","January 3, 1947",84,NA,NA,"1908-11-14"
"3382","Arthur Vivian Watkins","January 3, 1947",84,NA,NA,"1886-12-18"
"3383","John J. Williams","January 3, 1947",84,NA,NA,"1904-05-17"
"3384","George W. Malone","January 3, 1947",84,NA,NA,"1890-08-07"
"3385","John C. Stennis","November 17, 1947",84,NA,NA,"1901-08-03"
"3386","Karl Mundt","December 31, 1948",84,NA,NA,"1900-06-03"
"3387","Russell B. Long","December 31, 1948",84,NA,NA,"1918-11-03"
"3388","Matthew M. Neely","January 3, 1949",84,NA,NA,"1874-11-09"
"3389","Lyndon Johnson","January 3, 1949",84,NA,NA,"1908-08-27"
"3390","Estes Kefauver","January 3, 1949",84,NA,NA,"1903-07-26"
"3391","Margaret Chase Smith","January 3, 1949",84,NA,NA,"1897-12-14"
"3392","Clinton Anderson","January 3, 1949",84,NA,NA,"1895-11-11"
"3393","Robert S. Kerr","January 3, 1949",84,NA,NA,"1896-09-11"
"3394","Andrew F. Schoeppel","January 3, 1949",84,NA,NA,"1894-11-23"
"3395","Paul Douglas","January 3, 1949",84,NA,NA,"1892-03-26"
"3396","Hubert Humphrey","January 3, 1949",84,NA,NA,"1911-05-27"
"3397","Joseph Frear, Jr.","January 3, 1949",84,NA,NA,"1903-03-07"
"3398","Henry Dworshak","October 14, 1949",84,NA,NA,"1894-08-29"
"3399","Herbert H. Lehman","November 9, 1949",84,NA,NA,"1878-03-28"
"3400","Frank Carlson","November 27, 1950",84,NA,NA,"1893-01-23"
"3401","Earle C. Clements","November 27, 1950",84,NA,NA,"1896-10-22"
"3402","John O. Pastore","December 19, 1950",84,NA,NA,"1907-03-17"
"3403","Everett Dirksen","January 3, 1951",84,NA,NA,"1896-01-04"
"3404","Francis H. Case","January 3, 1951",84,NA,NA,"1896-12-09"
"3405","Almer Monroney","January 3, 1951",84,NA,NA,"1902-03-02"
"3406","Thomas C. Hennings, Jr.","January 3, 1951",84,NA,NA,"1903-06-25"
"3407","George Smathers","January 3, 1951",84,NA,NA,"1913-11-14"
"3408","John M. Butler","January 3, 1951",84,NA,NA,"1897-07-21"
"3409","Wallace F. Bennett","January 3, 1951",84,NA,NA,"1898-11-13"
"3410","Herman Welker","January 3, 1951",84,NA,NA,"1906-12-11"
"3411","James H. Duff","January 16, 1951",84,NA,NA,"1883-01-21"
"3412","Charles E. Potter","November 5, 1952",84,NA,NA,"1916-10-30"
"3413","Prescott Bush","November 5, 1952",84,NA,NA,"1895-05-15"
"3414","Thomas Kuchel","January 2, 1953",84,NA,NA,"1910-08-15"
"3415","William A. Purtell","January 3, 1953",84,NA,NA,"1897-05-06"
"3416","Albert Gore, Sr.","January 3, 1953",84,NA,NA,"1907-12-26"
"3417","Henry M. Jackson","January 3, 1953",84,NA,NA,"1912-05-31"
"3418","James Glenn Beall","January 3, 1953",84,NA,NA,"1894-06-05"
"3419","Mike Mansfield","January 3, 1953",84,NA,NA,"1903-03-16"
"3420","John F. Kennedy","January 3, 1953",84,NA,NA,"1917-05-29"
"3421","Frederick G. Payne","January 3, 1953",84,NA,NA,"1904-07-24"
"3422","Frank A. Barrett","January 3, 1953",84,NA,NA,"1892-11-10"
"3423","Price Daniel","January 3, 1953",84,NA,NA,"1910-10-10"
"3424","Stuart Symington","January 3, 1953",84,NA,NA,"1901-06-26"
"3425","Barry Goldwater","January 3, 1953",84,NA,NA,"1909-01-02"
"3426","Sam Ervin","June 5, 1954",84,NA,NA,"1896-09-27"
"3427","Norris Cotton","November 8, 1954",84,NA,NA,"1900-05-11"
"3428","Roman Hruska","November 8, 1954",84,NA,NA,"1904-08-16"
"3429","Joseph C. O'Mahoney","November 29, 1954",84,NA,NA,"1884-11-05"
"3430","W. Kerr Scott","November 29, 1954",84,NA,NA,"1896-04-17"
"3431","Alan Bible","December 2, 1954",84,NA,NA,"1909-11-20"
"3432","George H. Bender","December 16, 1954",84,NA,NA,"1896-09-29"
"3433","Strom Thurmond","December 24, 1954",84,NA,NA,"1902-12-05"
"3434","Carl Curtis","January 1, 1955",84,NA,NA,"1905-03-15"
"3435","Alben W. Barkley","January 3, 1955",84,NA,NA,"1877-11-24"
"3436","Clifford P. Case","January 3, 1955",84,NA,NA,"1904-04-16"
"3437","Thomas Martin","January 3, 1955",84,NA,NA,"1847-07-29"
"3438","Patrick V. McNamara","January 3, 1955",84,NA,NA,"1894-10-04"
"3439","Richard L. Neuberger","January 3, 1955",84,NA,NA,"1912-12-26"
"3440","Gordon L. Allott","January 3, 1955",84,NA,NA,"1907-01-02"
"3441","Carl Hayden","March 4, 1927",85,NA,NA,"1877-10-02"
"3442","Richard Russell, Jr.","January 12, 1933",85,NA,NA,"1897-11-02"
"3443","Harry F. Byrd, Sr.","March 4, 1933",85,NA,NA,"1887-06-10"
"3444","James Murray","November 7, 1934",85,NA,NA,"1876-05-03"
"3445","Dennis Chavez","May 11, 1935",85,NA,NA,"1888-04-08"
"3446","Theodore F. Green","January 3, 1937",85,NA,NA,"1867-10-02"
